石油勘探与开发（英文）,Investigation of flue gas displacement and storage after the water flooding in a full diameter conglomerate long-core,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhJzeWt0eWtmLWUyMDE4MDUwMTAaCHIzamNydGN6,['No Author'],"年，卷(期)：2018, 45(5)","Five full diameter cores were obtained from a conglomerate reservoir of Xinjiang oilfield.They were assembled into a full diameter long-core group,with a total length of 52.3 cm,10 cm in diameter.With the full diameter long-core flooding system designed and produced in China,experiments were conducted to simulate depletion,water flooding,flue gas flooding,flue gas-water alternative flooding,CO2 flooding,and flue gas storage in the conglomerate reservoir,and the characteristics and effect of the flue gas flooding were evaluated.The study shows that full diameter long-core flooding experiment is more effective in simulating the gas displacement and percolation characteristics in the conglomerate reservoir.According to the experimental results,the flue gas produced from fire flooding can be used to enhance oil recovery of the water-drived conglomerate reservoir.The key to reaching a favorable development effect is to select the fight timing,injection pressure and mode of flooding.In the middle of the water flooding stage,when the dominant percolation channel has not been formed,injecting flue gas and water altematively after increasing reservoir pressure could avoid premature gas channeling and enhance oil recovery.During the flooding,the poisonous gas,H2S,was absorbed efficiently in cores and fluids,and flue gas was stored safely,",
石油勘探与开发（英文）,Selection criteria and feasibility of the inversion model for azimuthal electromagnetic logging while drilling (LWD),http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhJzeWt0eWtmLWUyMDE4MDUwMTgaCHIzamNydGN6,['No Author'],"年，卷(期)：2018, 45(5)","Azimuthal electromagnetic logging while drilling (LWD),which is capable of providing accurate position information approaching bed boundary,has been widely applied in real-time geosteering.For the inversion speed and precision of azimuthal electromagnetic LWD data,the key lies in the selection of proper inversion model and corresponding optimization algorithm.In this study,we first simplified the complex three-dimensional (3D) inversion of data into a series of one-dimensional (1D) inversion problems by using the dimensionality reduction scheme.Then,the feasibility and inversion performance of various 1D inversion models and different optimization methods were investigated,and the best combination between the inversion model and inversion algorithm was also obtained.Numerical simulation results show that the selection of 1D inversion model is dominated by the thickness of targeted beds,whereas the determination of inversion algorithm relies on the total layers amount of the inversion model.For the formation with thickness larger than 4.0 m,the single boundary inversion model and gradient optimization method are recommended.When the bed thickness is between 1.0 m and 4.0 m,the two-boundary inversion model instead of the single-boundary one is needed to estimate upper and lower boundaries around the borehole.For the inversion of azimuthal electromagnetic LWD data of thin layers,the multiple-boundary inversion model and the Bayesian algorithm should be employed.",
石油勘探与开发（英文）,"Factors controlling microfractures in black shale: A case study of Ordovician Wufeng Formation-Silurian Longmaxi Formation in Shuanghe Profile, Changning area, Sichuan Basin, SW China",http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhJzeWt0eWtmLWUyMDE4MDUwMDIaCHIzamNydGN6,['No Author'],"年，卷(期)：2018, 45(5)","The dominant factors controlling development of microfractures in the black shale and the origin of microfractures in the sweet spot intervals were discussed of the Ordovician Wufeng Formation-Silurian Longmaxi Formation in Shuanghe outcrop profile,Changning,Sichuan Basin.For the target interval,holographic photograph statistics of microscopic composition of 203 big thin sections and 203 small thin sections,TOC content of 110 samples,110 whole rock X-ray composition,and main trace elements of 103 samples were tested and analyzed.The results show that the microfractures include bedding microfractures and non-bedding microfractures.The bedding microfractures are mostly plane slip microfractures,lamellation microfractures and echelon microfractures.The non-bedding microfractures are largely shear microfractures and tension microfractures.Vertically,the density of microfractures is the highest in SLM1 Member of Longmaxi Formation,decreases from SLM2 Member to SLM5 Member gradually,and drops to the lowest in Wufeng Formation.The microfracture density is positively correlated with siliceous content and negatively correlated with the carbonate content.The finer the grain size of the black shale,the higher the density of the microfractures is.The microfracture density is controlled by biogenic silicon:the higher the content of biogenic silicon,the higher the microfracture density is.Under the effect of ground stress,microfractures appear first in the lamellar interfaces.Regional tectonic movements are the key factor causing the formation of microfractures in the sweet spot interval,diagenetic contraction is the main driving force for lamellation fractures,and the pressurization due to hydrocarbon generation is the major reason for the large-scale development of microcracks.",
石油勘探与开发（英文）,A mathematical model and relevant index prediction for constant-temperature electric heating of dual-horizontal-well SAGD start-up,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhJzeWt0eWtmLWUyMDE4MDUwMDkaCHIzamNydGN6,['No Author'],"年，卷(期)：2018, 45(5)","Through Laplace transform and Stehfest numerical inversion,this research established a mathematical model for constant temperature electric heating of dual-horizontal-well steam-assisted gravity drainage (SAGD) start-up.To verify the model,a finite element simulation based on a typical SAGD block was completed,which proved the excellent agreement between the model solution and simulation results.Moreover,by means of superposition principle,underground temperature distribution and energy-related parameters during the multiwell operation were obtained,as well as a computational method targeted at quantifying the conserved energy,water and fuel of electric heating against steam heating.A parametric sensitivity analysis of electric heating was undertaken,which proved that the start-up effect is most sensitive to heating temperature,featuring a nonlinear negative correlation.Additionally,start-up effect is positively linear-correlative to porosity,and negatively linear-correlative to wellbore radius and oil saturation.The proposed model can be employed to predict key indexes such as underground temperature distribution,energy-consumption parameters,and accumulated conserved amounts of energy,water and fuel versus steam heating.Under a specified terminal temperature,temporal and energy quantities required by the start-up can also be determined.",
石油勘探与开发（英文）,Swelling/extraction test of Russian reservoir heavy oil by liquid carbon dioxide,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhJzeWt0eWtmLWUyMDE4MDUwMTIaCHIzamNydGN6,['No Author'],"年，卷(期)：2018, 45(5)","The mass transfer between heavy oil and liquid carbon dioxide and the changes of the heavy phase (mixture of heavy oil and CO2) and light phase (pure CO2) in the mixture were tested in lab with heavy oil samples from Russia.The experimental results showed that the heavy oil hardly expanded when the concentration of carbon dioxide in the mixture was 10％.When the concentration of carbon dioxide was higher than 26％,the volume of the heavy phase decreased,and the viscosity of the heavy phase increased exponentially as the light components extracted from the heavy oil exceeded the carbon dioxide saturated in the heavy oil.When the concentration of carbon dioxide in the mixture was 26％,the effect of viscosity reducing to the heavy phase was the strongest.The density of the light and heavy phases,volume factor,and solubility of gas and flash viscosity of heavy phase all increased with the rise of carbon dioxide concentration in the mixture.The best concentration of carbon dioxide in the mixture was 26％,when the heavy oil expanded the most and the viscosity of the heavy phase was the lowest.When the concentration of carbon dioxide in the mixture was between 10％ and 26％,the volume of the light phase was the smallest and the oil displacement effect was the best.",
石油勘探与开发（英文）,"Paleokarstic water tables and their control on reservoirs in Ordovician Yingshan Formation, Tazhong Area, Tarim Basin, NW China",http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhJzeWt0eWtmLWUyMDE4MDUwMDcaCHIzamNydGN6,['No Author'],"年，卷(期)：2018, 45(5)","Based on cores,well logging and karstic paleogeomorphology,the identification method of multi-period paleokarstic water tables and their distribution and control on reservoirs were researched of Yingshan Formation in Tazhong Area,Tarim Basin.Three periods' water tables numbered 1 to 3 have been identified from bottom to top of Yingshan Formation in Tazhong Area.The corresponding typical horizontal undercurrent zones are characterized by single karst fabrics such as sack-like dissolved vugs or subhorizontal channels,combination of various karst fabrics like pre-existing high-angle fractures intersected by small caves and subhorizontal channels,and combination of multi-layered caves and different karst fabrics of large pores.On the plane,periodical rising sea levels caused the development of No.1,No.1 and 2,No.1,2 and 3 water tables in karst depressions,slopes and highlands respectively.As the result of the nearly horizontal occurrence of Yingshan Formation,submembers of Yingshan Formation had tiny angles with fracture-cave bodies of each period's water table,so the karst reservoirs are characterized by ""crossed strata regionally and developed along the stratum locally"".The distance between water table and unconformity,thickness of horizontal undercurrent zone and average thickness of reservoir all tended to increase with the rise of karst landforms.The karst highland and slope had 2-3 periods' water tables and thicker horizontal undercurrent zones,so they had thicker and better quality reservoirs,making them favorable exploration areas.",
石油勘探与开发（英文）,"Paleo-sedimentary environmental restoration and its significance of Chang 7 Member of Triassic Yanchang Formation in Ordos Basin, NW China",http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhJzeWt0eWtmLWUyMDE4MDYwMDMaCHIzamNydGN6,['No Author'],"年，卷(期)：2018, 45(6)","Paleo-sedimentary environment of Chang 7 Member of Upper Triassic Yanchang Formation in Ordos Basin,including the paleoclimate,paleo-salinity and paleo-redox conditions were restored through geochemical elements analysis of 289 samples collected from the outcrop sections around and wells drilled in the basin and using a series of identification indexes of paleo-climate,paleo-salinity and paleo-redox conditions,such as CaO/MgO.Al2O3,Sr/Cu,Rb/Sr,Rb/K2O,Th/U,V/(V+Ni),the content of element B tested from the mudstone.Comprehensive analysis shows that in sedimentary period of the Chang 7,the paleo-climate was warm temperate to subtropical climate with temperature higher than 15 ℃C,the water body was continental brackish water to freshwater,and the sediments were deposited under strong reduction conditions.Suitable temperature,extensively deep lake basin and strongly reductive paleo-sedimentary environment led to the blooming,enrichment and preservation of organic matter in the submember Chang 73.As a result,a set of high-quality source rock was formed,laying material foundation for large-scale accumulation of shale oil.",
石油勘探与开发（英文）,Calculation method of proppant embedment depth in hydraulic fracturing,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhJzeWt0eWtmLWUyMDE4MDEwMTYaCHIzamNydGN6,['No Author'],"年，卷(期)：2018, 45(1)","For the issue of proppant embedment in hydraulic fracturing, a new calculation method of embedment depth considering elastic-plastic deformation was proposed based on the mechanism of proppant embedment into rocks by combining proppant embedment constitutive equations and contact stresses on the rock-proppant system.And factors affecting embedment depth of proppant were analyzed using the new method.Compared with the elastic embedment model, the results calculated by the new method match well with the experimental data, proving the new method is more reliable and more convenient to make theoretical calculation and analysis.The simulation results show the process of proppant embedment into rocks is mainly elastic-plastic.The embedment depth of monolayer proppants decreases with higher proppant concentration.Under multi-layer distribution conditions, increasing the proppant concentration will not change its embedment depth.The larger the proppant embedment ratio, the more the stress-bearing proppants, and the smaller the embedment depth will be.The embedment depth under higher closure stress is more remarkable.The embedment depth increased with the drawdown of fluid pressure in the fracture.Increasing proppant radius or the ratio of proppant Young's modulus to rock Young's modulus can reduce the proppant embedment depth.",
石油勘探与开发（英文）,"Water-cut rising mechanism and optimized water injection technology for deepwater turbidite sandstone oilfield: A case study of AKPO Oilfield in Niger Delta Basin, West Africa",http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhJzeWt0eWtmLWUyMDE4MDIwMTEaCHIzamNydGN6,['No Author'],"年，卷(期)：2018, 45(2)","Through the analysis of the reservoir connection relationship and the water-cut rising rules after water breakthrough in the highly volatile oil AKPO oilfield, a new model of water-cut rising was established, and the timing and strategy of water injection were put forward. The water-cut rising shapes of producers after water breakthrough can be divided into three types, and their water-cut rising mechanism is mainly controlled by reservoir connectivity. For the producers which directly connect with injectors in the single-phase sand body of the single-phase channel or lobe with good reservoir connectivity, the water-cut rising curve is ""sub-convex"". For the producers which connect with injectors through sand bodies developed in multi-phases with good inner sand connectivity but poorer physical property and connectivity at the overlapping parts of sands, the response to water injection is slow and the water-cut rising curve is ""sub-concave"". For the producers which connect with injectors through multi-phase sand bodies with reservoir physical properties, connectivity in between the former two and characteristics of both direct connection and overlapping connection, the response to water injection is slightly slower and the water-cut rising curve is ""sub-S"". Based on ratio relationship of oil and water relative permeability, a new model of water cut rising was established. Through the fitting analysis of actual production data, the optimal timing and corresponding technology for water injection after water breakthrough were put forward. Composite channel and lobe reservoirs can adopt water injection strategies concentrating on improving the vertical sweep efficiency and areal sweep efficiency respectively. This technology has worked well in the AKPO oilfield and can guide the development of similar oilfields.",
石油勘探与开发（英文）,Efficient development strategies for large ultra-deep structural gas fields in China,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhJzeWt0eWtmLWUyMDE4MDEwMTEaCHIzamNydGN6,['No Author'],"年，卷(期)：2018, 45(1)","Through analyzing the development of large ultra-deep structural gas fields in China, strategies for the efficient development of such gas fields are proposed based on their geological characteristics and production performance.According to matrix properties, fracture development degree and configuration between matrix and fractures, the reservoirs are classified into three types:single porosity single permeability system, dual porosity dual permeability system, and dual porosity single permeability system.These three types of gas reservoirs show remarkable differences in different scales of permeability, the ratio of dynamic reserves to volumetric reserves and water invasion risk.It is pointed out that the key factors affecting development efficiency of these gas fields are determination of production scale and rapid identification of water invasion.Figuring out the characteristics of the gas fields and working out pertinent technical policies are the keys to achieve efficient development.The specific strategies include reinforcing early production appraisal before full scale production by deploying high precision development seismic survey, deploying development appraisal wells in batches and scale production test to get a clear understanding on the structure, reservoir type, distribution pattern of gas and water, and recoverable reserves, controlling production construction pace to ensure enough evaluation time and accurate evaluation results in the early stage, in line with the development program made according to the recoverable reserves, working out proper development strategies, optimizing pattern and proration of wells based on water invasion risk and gas supply capacity of matrix, and reinforcing research and development of key technologies.",
