自动化学报,模糊小脑模型神经网络,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEg56ZGh4YjE5OTgwMjAwNRoINjhmd3J1ZDc%3D,"周旭东,王国栋","年，卷(期)：1998, 24(2)",No Abstract,
自动化学报,一类不确定动态时滞系统的无记忆鲁棒镇定控制,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEg56ZGh4YjE5OTgwNDAwORoINjhmd3J1ZDc%3D,"苏宏业,王景成,褚健","年，卷(期)：1998, 24(4)","针对状态和控制均存在滞后,同时具有未知且有界的一类时变不确定线性时滞系统,提出了一种无记忆鲁棒镇定控制器设计算法.给出了闭环系统二次稳定的充分条件,并利用一等价线性时不变系统的H∞标准问题综合方法来构造出所需的线性状态反馈控制律,即可通过求解一代数Riccati型方程来求得控制律静态增益阵,从而保证了解的存在性和可解性.","不确定线性时滞系统,鲁棒镇定,状态反馈,二次稳定,Riccati方程"
自动化学报,系统科学与复杂性1)(Ⅰ),http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEg56ZGh4YjE5OTgwMjAwORoINjhmd3J1ZDc%3D,"李夏,戴汝为","年，卷(期)：1998, 24(2)",No Abstract,
自动化学报,实数编码的遗传算法及其在逆变器馈电交流电机中的应用,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEg56ZGh4YjE5OTgwMjAxORoINjhmd3J1ZDc%3D,"王秀峰,Luis A.Cabrera,Malik E Elbuluk,He Wei","年，卷(期)：1998, 24(2)",No Abstract,
自动化学报,仿射非线性奇异系统的可逆性,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEg56ZGh4YjE5OTgwMjAyMBoINjhmd3J1ZDc%3D,"王晶,刘晓平","年，卷(期)：1998, 24(2)",No Abstract,
自动化学报,一般系统可靠性函数论,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEg56ZGh4YjE5OTgwMzAyNxoINjhmd3J1ZDc%3D,['姚增起'],"年，卷(期)：1998, 24(3)"," 1 基本假设
1)系统中所有元件相互独立;
2)系统和系统中每个元件只有两种状态--正常和失效;
3)系统中每个元件可靠度相同,均为p,不可靠度为q,p+q=1.
本文对系统是否单调没有要求.","可靠性函数空间,函数基,可靠性函数标准型,函数极限,神经网络"
自动化学报,不确定时滞系统的输出反馈稳定化控制器设计,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEg56ZGh4YjE5OTgwMjAxNBoINjhmd3J1ZDc%3D,"俞立,王万良,褚健","年，卷(期)：1998, 24(2)",No Abstract,
自动化学报,两层多目标规划的罚函数法,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEg56ZGh4YjE5OTgwMzAwNxoINjhmd3J1ZDc%3D,['赵蔚'],"年，卷(期)：1998, 24(3)","研究了一类非线性两层多目标规划问题. 在下层多目标规划问题的目标函数是严格凸函数、决策变量约束集是凸集的假设下,通过将两层多目标规划问题转化成一系列单层多目标规划问题,建立了两层多目标规划的罚函数理论,并进行了收敛性分析. 从而丰富了两层多目标规划的理论,为解决实际中的两层多目标决策问题提供了有力的工具.","两层规划,多目标规划,罚函数"
自动化学报,离散非线性时变系统开闭环PI型迭代学习控制律及其收敛性,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEg56ZGh4YjE5OTgwNTAwORoINjhmd3J1ZDc%3D,"皮道映,孙优贤","年，卷(期)：1998, 24(5)","对于具有重复运动性质的对象,迭代学习控制是一种有效的控制方法.针对一类离散非线性时变系统在有限时域上的精确轨迹跟踪问题,提出了一种开闭环PI型迭代学习控制律.这种迭代律同时利用系统当前的跟踪误差和前次迭代控制的跟踪误差修正控制作用.给出了所提出的学习控制律收敛的充分必要条件,并采用归纳法进行了证明.最后用仿真结果对收敛条件进行了验证.","迭代学习控制,非线性时变系统,收敛性"
自动化学报,OBE算法对误差界低估的鲁棒性,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEg56ZGh4YjE5OTgwNjAxMRoINjhmd3J1ZDc%3D,"孙先仿,张志方,宁文如,范跃祖","年，卷(期)：1998, 24(6)","研究了具有未知但有界(UBB)误差系统辨识的最优定界椭球(OBE)算法对误差界低估的鲁棒性 .证明了在一定的条件下,即使误差界低估,任何OBE算法都能保持其收敛性.这一结论可用于具有UBB误差的实际系统参数估计中,以期获得不太保守的结果.","OBE算法,UBB误差,集员辨识,收敛性,鲁棒性"
