自动化学报,卷积神经网络结构优化综述,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEg56ZGh4YjIwMjAwMTAwMhoIa281dnJmaWc%3D,"林景栋,吴欣怡,柴毅,尹宏鹏","2020, 46(1)","近年来,卷积神经网络(Convolutional neural network,CNNs)在计算机视觉、自然语言处理、语音识别等领域取得了突飞猛进的发展,其强大的特征学习能力引起了国内外专家学者广泛关注.然而,由于深度卷积神经网络普遍规模庞大、计算度复杂,限制了其在实时要求高和资源受限环境下的应用.对卷积神经网络的结构进行优化以压缩并加速现有网络有助于深度学习在更大范围的推广应用,目前已成为深度学习社区的一个研究热点.本文整理了卷积神经网络结构优化技术的发展历史、研究现状以及典型方法,将这些工作归纳为网络剪枝与稀疏化、张量分解、知识迁移和精细模块设计4个方面并进行了较为全面的探讨.最后,本文对当前研究的热点与难点作了分析和总结,并对网络结构优化领域未来的发展方向和应用前景进行了展望.","卷积神经网络,结构优化,网络剪枝,张量分解,知识迁移"
自动化学报,一种新的启发式优化算法—五行环优化算法研究与分析,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEg56ZGh4YjIwMjAwNTAxMBoIa281dnJmaWc%3D,['刘漫丹'],"2020, 46(5)","借鉴中国古代哲学理论所描述的系统动态平衡方法,提出了解决连续函数优化问题的五行环优化算法.首先,分析了基于五行元素生克原理而建立的五行环模型,并在该模型基础上,构建了元素空间结构以及元素更新方法等关键环节,从而实现了五行环优化算法.随后,对五行环优化算法进行了性能分析和关键参数比较,针对标准测试函数,将五行环优化算法与其他17个机制各异的启发式优化算法进行了比较,实验结果验证了五行环优化算法的有效性和通用性,也表明了其在求解连续函数优化问题上具有较好的优化性能.","连续函数优化,五行环优化算法,启发式算法,标准测试函数"
自动化学报,零样本学习研究进展,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEg56ZGh4YjIwMjAwMTAwMRoIa281dnJmaWc%3D,"张鲁宁,左信,刘建伟","2020, 46(1)","近几年来,深度学习在机器学习研究领域中取得了巨大的突破,深度学习能够很好地实现复杂问题的学习,然而,深度学习最大的弊端之一,就是需要大量人工标注的训练数据,而这需要耗费大量的人力成本.因此,为了缓解深度学习存在的这一问题,Palatucci等于2009年提出了零样本学习(Zero-shot learning).零样本学习是迁移学习的一种特殊场景,在零样本学习过程中,训练类集和测试类集之间没有交集,需要通过训练类与测试类之间的知识迁移来完成学习,使在训练类上训练得到的模型能够成功识别测试类输入样例的类标签.零样本学习的意义不仅在于可以对难以标注的样例进行识别,更在于这一方法模拟了人类对于从未见过的对象的认知过程,零样本学习方法的研究,也会在一定程度上促进认知科学的研究.鉴于零样本学习的应用价值、理论意义和未来的发展潜力,文中系统综述了零样本学习的研究进展,首先概述了零样本学习的定义,介绍了4种典型的零样本学习模型,并对零样本学习存在的关键问题及解决方法进行了介绍,对零样本学习的多种模型进行了分类和阐述,并在最后指明了零样本学习进一步研究中需要解决的问题以及未来可能的发展方向.","零样本学习,描述,属性,训练类,测试类,嵌入空间"
自动化学报,基于FPDE的红外与可见光图像融合算法,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEg56ZGh4YjIwMjAwNDAxMxoIa281dnJmaWc%3D,"高雪琴,刘刚,肖刚,BAVIRISETTI Durga Prasad,史凯磊","2020, 46(4)","针对传统红外与可见光图像融合算法中存在的细节信息不够丰富,边缘信息保留不够充分等问题,文中提出了一种基于四阶偏微分方程(Fourth-order partial differential equation,FPDE)的改进的图像融合算法.算法首先采用FPDE将已配准的红外与可见光图像进行分解,得到高频分量和低频分量;然后,对高频分量采用基于主成分分析(Principal component analysis,PCA)的融合规则来得到细节图像,对低频分量采用基于期望值最大(Expectation maximization,EM)的融合规则来得到近似图像;最后,通过组合最终的高频分量和低频分量来重构得到最终的融合结果.实验是建立在标准的融合数据集上进行的,并与传统的和最近的融合方法进行比较,结果证明所提方法得到的融合图像比现有的融合方法能有效地综合红外与可见光图像中的重要信息,有更好的视觉效果.","图像融合,四阶偏微分方程,期望值最大,主成分分析,红外与可见光图像"
自动化学报,智能时代的汽车控制,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEg56ZGh4YjIwMjAwNzAwMhoIa281dnJmaWc%3D,"陈虹,郭露露,宫洵,高炳钊,张琳","2020, 46(7)","自动驾驶是汽车产业发展的重要里程碑.汽车驾驶自动化一直都在进行,其发展进程是对驾驶人认知感知、决策规划和执行控制等各个重要环节的逐步增强或最终替代.智能时代下,大数据分析、泛在计算、泛在传感和人工智能等颠覆性技术为汽车驾驶自动化向着高级别迈进提供了新的机遇.控制技术是智能时代汽车自动化进程中的基石,更多的信息在先进控制技术的赋能下将衍生出更多的新功能与新系统,从而实现汽车安全性、经济性以及舒适性等各个方面的提升.本文对智能时代的汽车控制进行综述,首先回顾汽车自动化的发展进程,然后探讨汽车自动化进程中面临的问题,最后梳理出一些未来智能汽车控制发展趋势与关键技术.","汽车控制,驾驶自动化,智能时代,网联自动驾驶汽车,协同控制"
自动化学报,一种鲁棒的离线笔迹鉴别方法,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEg56ZGh4YjIwMjAwMTAwORoIa281dnJmaWc%3D,"陈使明,王以松","2020, 46(1)","离线笔迹鉴别在司法鉴定与历史文档分析中有重要作用.当前的主要离线笔迹鉴别都是基于局部特征提取的方法,其在笔迹检索中严重依赖于数据增强和全局编码,在笔迹识别中需要较多的笔迹信息.针对这一问题,本文提出一种基于统计的文档行分割与深度卷积神经网络相结合的离线笔迹鉴别方法(DLS-CNN).首先,使用基于统计的文档行分割方法将笔迹材料分割成小的像素块;然后,用优化后的残差神经网络作为识别模型;最后,对局部特征使用取均值法进行编码.在ICDAR2013和CVL这两个标准数据集上的实验结果表明,该方法能有效获得鲁棒的局部特征,从而仅需要少量的笔迹信息就能取得较高的识别率,而且不需依赖于数据增强和全局编码就能取得较好的检索效果.实验代码地址:https://github.com/shiming-chen/DLS-CNN.","笔迹鉴别,笔迹检索,文档行分割,卷积神经网络,特征提取"
自动化学报,基于视觉的三维重建关键技术研究综述,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEg56ZGh4YjIwMjAwNDAwMhoIa281dnJmaWc%3D,"郑太雄,黄帅,李永福,冯明驰","2020, 46(4)","三维重建在视觉方面具有很高的研究价值,在机器人视觉导航、智能车环境感知系统以及虚拟现实中被广泛应用.本文对近年来国内外基于视觉的三维重建方法的研究工作进行了总结和分析,主要介绍了基于主动视觉下的激光扫描法、结构光法、阴影法以及TOF (Time of flight)技术、雷达技术、Kinect技术和被动视觉下的单目视觉、双目视觉、多目视觉以及其他被动视觉法的三维重建技术,并比较和分析这些方法的优点和不足.最后对三维重建的未来发展作了几点展望.","三维重建,主动视觉,被动视觉,关键技术"
自动化学报,穿戴式柔性下肢助力机器人发展现状及关键技术分析,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEg56ZGh4YjIwMjAwMzAwMxoIa281dnJmaWc%3D,"李剑锋,李国通,张雷雨,杨东升,王海东","2020, 46(3)","穿戴式柔性下肢助力机器人技术在康复医疗、助老助残、生活起居等方面具有广阔的应用前景,具有质量轻、体积小、可穿戴性强、人机相容性好等优势.为促进我国柔性下肢助力机器人的研究和发展,总结国内外在该领域的研究进展,阐述了多种助力系统的组成、驱动原理和运动学信息等,分析了各助力系统的辅助力/矩传递规律及其助力效果.同时,对柔性下肢助力机器人所涉及的安全与可靠性、步态检测技术、驱动方式及控制策略、助力性能评估等关键技术进行了分析.在总结研究成果及分析关键技术的基础上,指出柔性下肢助力机器人今后的发展方向、研究思路和面临的挑战.对于柔性下肢助力机器人及相关的研究工作,具有一定的指导意义.","柔性下肢助力机器人,穿戴设备,外骨骼,髋关节,下肢步态"
自动化学报,基于学习字典的机器人图像稀疏表示方法,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEg56ZGh4YjIwMjAwNDAxNRoIa281dnJmaWc%3D,"郭俊锋,李育亮","2020, 46(4)","针对机器人图像压缩感知(Compressed sensing,CS)过程中稀疏字典训练时间过长的问题,本文提出了一种更加高效的字典学习方法.通过对MOD、K-SVD、SGK等字典学习算法研究,从参与更新的字典原子列数入手,将残差项变形为多列原子同时更新,进而利用最小二乘法连续地更新字典中的多个原子.本文算法是对SGK算法字典学习效率的进一步提高,减少了单次迭代的计算量,加快了字典学习速度.实验表明,本文算法与K-SVD和SGK算法相比,在字典稀疏性和重构图像质量变化很小的情况下,字典训练时间得到较明显缩短.","压缩感知,稀疏表示,字典学习,最小二乘法"
自动化学报,水上无人系统研究进展及其面临的挑战,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEg56ZGh4YjIwMjAwNTAwMhoIa281dnJmaWc%3D,"张卫东,刘笑成,韩鹏","2020, 46(5)","水上无人系统主要包括无人艇和无人机,是未来执行水上救援、搜救和监测等任务的主要手段.本文综述了近年来国内外在水上无人系统方面的最新研究进展,包括企业界和学术界在无人艇和无人机方面的探索和实践,介绍了水上无人系统研究在环境感知、航迹规划、避障和同质/异质自主体编队协同和海上弱小目标识别方面的研究成果,分析讨论了不同方向的研究特点和面临的挑战.","无人艇,无人机,环境感知,航迹规划,编队协同"
自动化学报,基于凸近似的避障原理及无人驾驶车辆路径规划模型预测算法,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEg56ZGh4YjIwMjAwMTAxMxoIa281dnJmaWc%3D,"韩月起,张凯,宾洋,秦闯,徐云霄,李小川,和林,葛建勇,王天培,刘宏伟","2020, 46(1)","提出了一种改进的无人驾驶车辆路径规划方法,并搭建了相应的软件在环实时仿真系统,对方法在结构化道路下的复杂动态交通工况进行性能验证.首先,引入基于凸近似的避障原理,对障碍物参考点的选取进行优化,扩大了路径规划的可行域范围.采用改进后的方法,并结合模型预测控制(Model predictive control,MPC)原理和曲线坐标系统,综合考虑自车及障碍车的外形、道路几何约束及自车的机械结构约束、路径最短、侧向加速度、道路对中、逐次变道、车距安全度、左变道优先和前轮转角变化率等权重的影响,实现了车辆在复杂动态交通工况下的路径规划.最后,以长城H7运动多用途车作为无人驾驶实验及仿真平台,搭建基于dSPACE多核架构的Carsim+Simulink软件在环实时仿真系统,对算法进行验证.结果表明,所提出的方法不仅可获得合理、平滑的行驶路径,顺利避开运动障碍车的干扰,而且具有良好的实时性.","无人驾驶车辆,路径规划,凸近似,避障原理,模型预测控制"
自动化学报,输入增益未知非参数不确定系统的准最优学习控制,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEg56ZGh4YjIwMjAwNTAxOBoIa281dnJmaWc%3D,"严求真,柳向斌,朱胜,蔡建平","2020, 46(5)","为解决一类非参数不确定系统在任意初态且输入增益未知情形下的轨迹跟踪问题,提出准最优误差跟踪学习控制方法.该方法综合准最优控制和迭代学习控制两种技术设计控制器,在构造期望误差轨迹的基础上,根据控制Lyapunov函数及Sontag公式给出标称系统的优化控制,以鲁棒方法和学习方法相结合的策略处理非参数不确定性.闭环系统经过足够次迭代运行后,经由实现系统误差对期望误差轨迹在整个作业区间上的精确跟踪,获得系统状态对参考信号在预设的部分作业区间上的精确跟踪.仿真结果表明所设计学习系统在收敛速度方面快于非优化设计.","准最优非线性控制,迭代学习控制,初值问题,误差跟踪学习控制,非参数不确定系统"
自动化学报,深度学习批归一化及其相关算法研究进展,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEg56ZGh4YjIwMjAwNjAwMhoIa281dnJmaWc%3D,"刘建伟,赵会丹,罗雄麟,许鋆","2020, 46(6)","深度学习已经广泛应用到各个领域,如计算机视觉和自然语言处理等,并都取得了明显优于早期机器学习算法的效果.在信息技术飞速发展的今天,训练数据逐渐趋于大数据集,深度神经网络不断趋于大型化,导致训练越来越困难,速度和精度都有待提升.2013年,Ioffe等指出训练深度神经网络过程中存在一个严重问题:中间协变量迁移(Internal covariate shift),使网络训练过程对参数初值敏感、收敛速度变慢,并提出了批归一化(Batch normalization,BN)方法,以减少中间协变量迁移问题,加快神经网络训练过程收敛速度.目前很多网络都将BN作为一种加速网络训练的重要手段,鉴于BN的应用价值,本文系统综述了BN及其相关算法的研究进展.首先对BN的原理进行了详细分析.BN虽然简单实用,但也存在一些问题,如依赖于小批量数据集的大小、训练和推理过程对数据处理方式不同等,于是很多学者相继提出了BN的各种相关结构与算法,本文对这些结构和算法的原理、优势和可以解决的主要问题进行了分析与归纳.然后对BN在各个神经网络领域的应用方法进行了概括总结,并且对其他常用于提升神经网络训练性能的手段进行了归纳.最后进行了总结,并对BN的未来研究方向进行了展望.","批归一化,白化,中间协变量迁移,随机梯度下降,归一化传播,批量重归一化,逐步归纳批量归一化,层归一化"
自动化学报,云边智能:电力系统运行控制的边缘计算方法及其应用现状与展望,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEg56ZGh4YjIwMjAwMzAwMRoIa281dnJmaWc%3D,"白昱阳,黄彦浩,陈思远,张俊,李柏青,王飞跃","2020, 46(3)","本文分析了当前我国电力系统的运行与控制面临的挑战,对边缘计算的发展背景和关键技术进行了介绍,阐述了云边协同和边边协同的功能与特征,并对边缘协同技术下的边缘智能技术进行了探讨.结合电力系统的层级式构架,讨论了在电网部署边缘计算层的方法,提出利用云边协同、边边协同、边缘智能等技术解决电力系统面临的实时性高、数据周期短、任务复杂等难题,在减轻边缘节点与云中心通信压力的同时,提高业务服务质量,保障边缘节点的数据隐私.通过对边缘计算在“源-网-荷”各环节的应用前景进行分析与讨论,阐述了边缘计算在电网中的可行性与实用性,最后,对边缘计算的应用范式与方案进行了总结,并对其在未来电力系统中的发展方向进行了展望.","边缘计算,云计算,云边协同技术,边缘智能,电力系统运行控制"
