自动化学报：英文版,Comparative Study of Different Decoupling Schemes for TITO Binary Distillation Column via PI Controller,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhAwMTIwMTgxMTA2NTQ1NTM4Ggh3a2J5ZnZjcQ%3D%3D,"Mohamed Hamdy[1],Abdalhady Ramadan[2],Belal Abozalam[1]","2018, 005       (004)",No Abstract,
自动化学报：英文版,Operator-Based Robust Nonlinear Control for SISO and MIMO Nonlinear Systems With PI Hysteresis,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhAwMTIwMTgxMTA0MjY4Mzk4Ggh3a2J5ZnZjcQ%3D%3D,"Shuhui Bi,Lei Wang,Shengjun Wen,Mingcong Deng","2018, 000       (002)","In this paper, operator based robust nonlinear control for single-input single-output(SISO) and multi-input multi-output(MIMO) nonlinear uncertain systems preceded by generalized Prandtl-Ishlinskii(PI) hysteresis is considered respectively. In detail, by using operator based robust right coprime factorization approach, the control system design structures including feedforward and feedback controllers for both SISO and MIMO nonlinear uncertain systems are given, respectively.In which, the controller design includes the information of PI hysteresis and its inverse, and some sufficient conditions for the controllers in both SISO and MIMO systems should be satisfied are also derived respectively. Based on the proposed conditions, influence from hysteresis is rejected, the systems are robustly stable and output tracking performance can be realized.Finally, the effectiveness of the proposed method is confirmed by numerical simulations.",
自动化学报：英文版,Explicit Symplectic Geometric Algorithms for Quaternion Kinematical Differential Equation,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhAwMTIwMTgxMTA0MzQxMDE3Ggh3a2J5ZnZjcQ%3D%3D,"Hong-Yan Zhang[1,2],Zi-Hao Wang[3],Lu-Sha Zhou[3],Qian-Nan Xue[3],Long Ma[3],Yi-Fan Niu[3]","2018, 000       (002)",No Abstract,
自动化学报：英文版,Finite Frequency Fuzzy H∞ Control for Uncertain Active Suspension Systems With Sensor Failure,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhAwMTIwMTgxMTA2NTQ0NDIzGgh3a2J5ZnZjcQ%3D%3D,"Zhenxing Zhang[1],Hongyi Li[2,3],Chengwei Wu[4],Qi Zhou[5,3]","2018, 005       (004)",No Abstract,
自动化学报：英文版,An Adaptive Strategy via Reinforcement Learning for the Prisoner’s Dilemma Game,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhAwMTIwMTgwODAzMTgzODg3Ggh3a2J5ZnZjcQ%3D%3D,"Lei Xue,Changyin Sun,Donald Wunsch,Yingjiang Zhou,Fang Yu","2018, 000       (001)","The iterated prisoner’s dilemma(IPD) is an ideal model for analyzing interactions between agents in complex networks. It has attracted wide interest in the development of novel strategies since the success of tit-for-tat in Axelrod’s tournament. This paper studies a new adaptive strategy of IPD in different complex networks, where agents can learn and adapt their strategies through reinforcement learning method. A temporal difference learning method is applied for designing the adaptive strategy to optimize the decision making process of the agents. Previous studies indicated that mutual cooperation is hard to emerge in the IPD. Therefore, three examples which based on square lattice network and scale-free network are provided to show two features of the adaptive strategy. First, the mutual cooperation can be achieved by the group with adaptive agents under scale-free network, and once evolution has converged mutual cooperation, it is unlikely to shift. Secondly, the adaptive strategy can earn a better payoff compared with other strategies in the square network. The analytical properties are discussed for verifying evolutionary stability of the adaptive strategy.",
自动化学报：英文版,Distributed Tracking Control of a Class of Multi-agent Systems in Non-affine Pure-feedback Form Under a Directed Topology,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhAwMTIwMTgxMTAyODYwNzU4Ggh3a2J5ZnZjcQ%3D%3D,"Yang Yang[1],Dong Yue[1,2]","2018, 000       (001)",No Abstract,
自动化学报：英文版,Training and Testing Object Detectors With Virtual Images,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhAwMTIwMTgxMTA0MzQyODg1Ggh3a2J5ZnZjcQ%3D%3D,"Yonglin Tian[1,2],Xuan Li[3],Kunfeng Wang[2,4],Fei-Yue Wang[2,5]","2018, 000       (002)",No Abstract,
自动化学报：英文版,Event-triggered MPC Design for Distributed Systems With Network Communications,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhAwMTIwMTgwODAzMTgyOTU4Ggh3a2J5ZnZjcQ%3D%3D,"Xiaoxiao Mi,Shaoyuan Li","2018, 000       (001)","This paper deals with the communication problem in the distributed system, considering the limited battery power in the wireless network and redundant transmission among nodes. We design an event-triggered model predictive control(ET-MPC) strategy to reduce the unnecessary communication while promising the system performance. On one hand, for a linear discrete time-invariant system, a triggering condition is derived based on the Lyapunov stability. Here, in order to further reduce the communication rate, we enforce a triggering condition only when the Lyapunov function will exceed its value at the last triggered time, but an average decrease is guaranteed. On the other hand, the feasibility is ensured by minimizing and optimizing the terminal constrained set between the maximal control invariant set and the target terminal set. Finally, we provide a simulation to verify the theoretical results. It’s shown that the proposed strategy achieves a good trade-off between the closed-loop system performance and communication rate.",
自动化学报：英文版,Polyhedral Feasible Set Computation of MPC-Based Optimal Control Problems,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhAwMTIwMTgxMTA2NTQ0MzE3Ggh3a2J5ZnZjcQ%3D%3D,"Lantao Xie[1],Lei Xie[1],Hongye Su[1],Jingdai Wang[2]","2018, 005       (004)",No Abstract,
自动化学报：英文版,Collision-free Scheduling of Multi-bridge Machining Systems: A Colored Traveling Salesman Problem-based Approach,http://d.wanfangdata.com.cn/periodical/ChlQZXJpb2RpY2FsQ0hJTmV3UzIwMjEwMzAyEhAwMTIwMTgwODAzMTkzODAyGgh3a2J5ZnZjcQ%3D%3D,"Jun Li,Xianghu Meng,Xing Dai","2018, 000       (001)","Multi-bridge machining systems(MBMS) have gained wide applications in industry due to their high production capacity and efficiency. They contain multiple bridge machines working in parallel within their partially overlapping workspaces.Their scheduling problems can be abstracted into a serial-colored travelling salesman problem in which each salesman has some exclusive cities and some cities shared with its neighbor(s). To solve it, we develop a greedy algorithm that selects a neighboring city satisfying proximity. The algorithm allows a salesman to select randomly its shared cities and runs accordingly many times. It can thus be used to solve job scheduling problems for MBMS. Subsequently, a collision-free scheduling method is proposed to address both job scheduling and collision resolution issues of MBMS. It is an extension of the greedy algorithm by introducing time window constraints and a collision resolution mechanism. Thus, the augmented greedy algorithm can try its best to select stepwise a job for an individual machine such that no time overlaps exist between it and the job sequence of the neighboring machine dealt in the corresponding overlapping workspace; and remove such a time overlap only when it is inevitable. Finally, we conduct a case study of a large triplebridge waterjet cutting system by applying the proposed method.",
